XP,8.828425
系统,6.1793323
笔记本,6.861592
建立,8.644
WIFI,8.078403
wifi,7.1793323
网,5.9480066
无线,7.0784035
网络,8.480502
手机,4.984076
搜,10.480502
信号,8.532969
电脑,5.3630443
做,4.9795175
热点,9.117931
使用,6.6731467
xp,9.287857
连接,7.9659286
家,8.33366
已经,8.764295
线,7.4549665
路由器,8.002455
软件,6.357119
iphone,6.6440005
上,5.2271605
不,4.1793323
上网,7.2217674
回,6.1689157
事,6.1279855
台式,9.480502
机,6.4805017
WIN7,10.702894
局域网,9.380966
成,6.4423666
类似,10.702894
connectify,12.287857
WLAN,11.702894
接口,11.702894
供,11.287857
Xp,12.287857
福建,10.965928
华,10.480502
帜,12.287857
劳务,9.287857
派遣,9.287857
有限公司,9.380966
赚钱,8.965928
干,8.702894
意思,4.316313
公司,7.8955393
工,9.380966
用工,12.287857
中介,12.287857
区别,6.8955393
输出,11.287857
合同,10.965928
业务,8.33366
委托,12.287857
威海,10.965928
服,9.380966
优势,11.287857
中国银行,9.287857
上海,7.1585736
南京东路,12.287857
附近,9.380966
中国,6.984076
银行,7.1381097
上海市,12.287857
金山区,12.287857
具体,8.480502
杨浦区,12.287857
中原,12.287857
路,7.702894
嘉定,11.702894
马,7.6731467
陆,11.287857
镇,10.965928
宜兴,11.287857
市区,11.287857
西宁,12.287857
衡阳,12.287857
益阳,12.287857
桐乡,12.287857
瑞丽市,12.287857
淄川,12.287857
孝感,12.287857
焦作,11.702894
渝北区,12.287857
北京,7.4298754
成都,7.4805017
德州,12.287857
柳州,12.287857
江门,12.287857
社保,8.828425
卡,5.6083765
初始,9.287857
密码,6.733268
厦门,8.429875
天津,9.587417
邮政,10.702894
储蓄,12.287857
丢,9.965928
没,6.2217674
改,7.4298754
局,10.965928
查出,10.702894
消费,10.965928
记录,9.828425
掉,8.644
忘记,9.965928
账号,10.117931
初始化,12.287857
好,4.238008
忘,11.287857
请问,5.9480066
开发区,11.287857
佛山,11.287857
南海区,12.287857
光大,12.287857
移动,6.9659286
建行,8.587417
广东省,10.965928
贵阳,10.965928
农行,10.965928
ic,12.287857
借贷,12.287857
记,10.965928
应用,9.965928
渠县,12.287857
通,8.480502
高速,8.039929
永,11.287857
三清山,11.702894
常山,12.287857
修,10.480502
西汉,10.117931
大,5.8532286
广,10.702894
衡水,11.702894
咸,11.702894
到底,8.532969
修建,12.287857
兴安,12.287857
灵川,12.287857
2012年,8.965928
1月,10.287857
20日,12.287857
封闭,11.702894
汉中,11.702894
站,8.764295
津,11.702894
保,8.965928
互通,12.287857
发车,12.287857
时间,7.4052134
坐,9.587417
安康,12.287857
通车,11.702894
开通,8.532969
西,9.828425
国力,12.287857
进入,8.965928
鼎盛,12.287857
时期,9.480502
包头,11.287857
路况,12.287857
水城,12.287857
毕节,12.287857
高速路,11.702894
遂宁,12.287857
绵阳,11.702894
车,7.587417
阳泉,12.287857
五台山,11.287857
黄石,12.287857
江西,10.287857
籍贯,9.200394
填写,9.200394
政治,10.702894
面貌,11.702894
OOO,12.287857
河南省,12.287857
新郑市,12.287857
要求,9.117931
省,9.702894
市,10.287857
区,9.287857
地名,11.702894
之后,9.287857
学生证,12.287857
指,8.200394
当兵,11.702894
政审,12.287857
问题,6.629645
广东,9.117931
英德市,12.287857
人,5.4869566
改变,10.965928
西安,10.117931
中学生,11.287857
考,8.158574
研,10.702894
报名,10.965928
爸爸,11.702894
开封,12.287857
出生,8.965928
现在,6.2217674
郑州,10.965928
上学,10.965928
户口,9.200394
所在地,11.702894
户口簿,12.287857
正确,9.117931
一致,11.702894
会,6.2544336
影响,8.965928
毕业,10.480502
IPhone,11.702894
发,6.6731467
彩,7.559936
信,6.9480066
3gs,9.828425
版本,8.429875
7D11,12.287857
4S,9.039929
语音,10.287857
水货,11.287857
os4.0,12.287857
知道,6.559936
短,7.9303045
iPhone,10.117931
3g,10.965928
港,8.702894
行,7.4298754
出去,11.702894
能够,10.117931
发彩,12.287857
设置,5.9480066
收到,11.702894
群,8.117931
变,8.587417
彩信,10.702894
成为,8.480502
项目,8.200394
经理,7.9303045
合格,12.287857
安,11.287857
防,9.965928
类,11.287857
程序员,12.287857
都,5.733268
建造,12.287857
师,9.828425
装修,10.702894
强,10.117931
电,7.6440005
取得,10.965928
证书,10.965928
应该,6.9480066
建筑,11.287857
工程,8.965928
捞,12.287857
外快,12.287857
键,8.965928
还原,10.117931
后,6.039929
桌面,7.861592
图标,8.002455
随便,9.702894
起来,9.587417
位置,8.429875
急,7.4805017
wii,12.287857
才,6.211041
win7,8.429875
旗舰,10.480502
版,7.1585736
换,7.587417
windows7,10.965928
摆放,11.702894
vx570r,12.287857
恢复,9.380966
无法,8.587417
想,5.861592
放,8.587417
只能,10.480502
竖,11.702894
直,9.039929
图片,7.2217674
放在,11.702894
诺基亚,8.702894
6220c,12.287857
快捷,11.702894
方式,10.117931
增减,11.702894
右,9.480502
lp,12.287857
菜单,10.287857
魅,12.287857
族,10.480502
M8,11.702894
自由,8.828425
望远镜,12.287857
开,6.4676776
店,7.310577
实体,8.895539
定价,12.287857
竞争,12.287857
找,7.702894
货,10.702894
寻找,12.287857
合作,10.965928
想开,12.287857
需要,6.7642946
材料,9.287857
美国,8.702894
应对,11.702894
聚,12.287857
划算,10.117931
卖,7.1179314
东西,7.861592
化妆品,11.287857
不要,9.702894
代理商,12.287857
再,8.429875
是否,7.733268
合法,11.702894
童装,11.702894
进货,11.702894
女装,11.702894
网上,7.357119
下手,12.287857
取消,8.965928
缴费,12.287857
企业,8.764295
个人,8.644
以后,8.965928
提示,9.117931
扣,10.480502
费,10.965928
石家庄,9.380966
龙,8.895539
帐,9.380966
号,7.098032
服务,9.200394
电话,7.310577
提醒,11.702894
收费,8.895539
注,11.702894
消,11.287857
办理,7.4052134
刚,9.287857
办,7.733268
银,8.158574
关闭,8.380966
德阳,12.287857
重庆,9.200394
最,5.5130696
学习,7.4549665
知音,10.287857
认识,9.117931
伯,10.702894
牙,9.380966
绝,9.702894
弦,10.480502
断,10.480502
课,10.965928
学,7.861592
读,7.861592
古文,12.287857
字,7.0784035
美术,11.287857
欣赏,12.287857
论语,9.587417
态度,11.287857
方法,8.532969
新,7.0784035
人格,12.287857
心理学,12.287857
启示,11.702894
作者,10.480502
读书,10.480502
回忆,11.287857
中,4.9569397
受到,11.702894
语文,10.117931
冰,8.33366
心,8.587417
忆,11.702894
孙悟空,10.117931
家庭,9.380966
教育,9.828425
地震,10.287857
台湾,10.480502
商鞅,12.287857
变法,12.287857
外国,11.702894
教育者,12.287857
说,5.098032
学生,9.480502
看法,12.287857
苹果,6.6440005
GPRS,10.965928
4s,9.200394
删除,6.3930387
收,9.380966
电信,9.380966
合约,11.287857
相册,9.287857
直接,8.764295
收发,11.287857
看,6.3689933
电子,9.200394
书,9.117931
性能,10.965928
激活,8.480502
越狱,8.429875
爱,7.357119
疯,11.702894
发送,10.287857
验证,9.380966
实现,9.702894
降级,11.287857
广告,10.702894
蜂窝,11.287857
数据,9.287857
